name,symbol,price,day,time,date,minute
Fortune Mnrl J,FT,6.83,Thursday,14:48,20200924,1446
First Mining Gold Corp,FF,11.35,Thursday,14:48,20200924,1446
CI Financial Corp,CIX,13.84,Thursday,14:48,20200924,1446
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.96,Thursday,14:48,20200924,1446
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.84,Thursday,14:48,20200924,1446
Chesswood Group Limited,CHW,7.92,Thursday,14:48,20200924,1446
Clearwater Seafoods Incorporated,CLR,12.82,Thursday,14:48,20200924,1446
BMO Global Communications Index ETF,COMM,8.51,Thursday,14:48,20200924,1446
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,14:48,20200924,1446
Champion Iron Limited,CIA,5.32,Thursday,14:48,20200924,1446
Cae Inc,CAE,14.14,Thursday,14:48,20200924,1446
Capstone Mining Corp,CS,9.64,Thursday,14:48,20200924,1446
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,14:48,20200924,1446
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,14:48,20200924,1446
Crescent Point Energy Corp,CPG,1.3,Thursday,14:48,20200924,1446
Cronos Group Inc,CRON,5.14,Thursday,14:48,20200924,1446
Celestica Inc Sv,CLS,7.07,Thursday,14:48,20200924,1446
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.78,Thursday,14:48,20200924,1446
Keyera Corp,KEY,11.65,Thursday,14:48,20200924,1446
Just Energy Group Inc,JE,0.5573,Thursday,14:48,20200924,1446
Canarc Res J,CCM,2.0,Thursday,14:48,20200924,1446
Lithium Americas Corp,LAC,7.3,Thursday,14:48,20200924,1446
Cenovus Energy Inc,CVE,4.02,Thursday,14:48,20200924,1446
Ishares Global Monthly Dividend ETF,CYH,3.7675,Thursday,14:48,20200924,1446
Osisko Gold Royalties Ltd,OR,11.68,Thursday,14:48,20200924,1446
Obsidian Energy Ltd,OBE,0.163,Thursday,14:48,20200924,1446
Organigram Holdings Inc,OGI,1.0873,Thursday,14:48,20200924,1446
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.85,Thursday,14:48,20200924,1446
Ovintiv Inc,OVV,8.89,Thursday,14:48,20200924,1446
Quarterhill Inc,QTRH,1.2,Thursday,14:48,20200924,1446
Mullen Group Ltd,MTL,1.5,Thursday,14:48,20200924,1446
Excelsior Mining Corp,MIN,3.81,Thursday,14:48,20200924,1446
Magna International Inc,MG,3.86,Thursday,14:48,20200924,1446
Manulife Fin,MFC,13.8,Thursday,14:48,20200924,1446
Mcewen Mining Inc,MUX,1.005,Thursday,14:48,20200924,1446
Medicenna Therapeutics Corp,MDNA,3.82,Thursday,14:48,20200924,1446
Mackenzie Max Dvrs US Index ETF,MUS,12.53,Thursday,14:48,20200924,1446
Mav Beauty Brands Inc,MAV,10.73,Thursday,14:48,20200924,1446
Methanex Corp,MX,13.18,Thursday,14:48,20200924,1446
Mogo Inc,MOGO,1.48,Thursday,14:48,20200924,1446
Mackenzie Floating Rate Income ETF,MFT,13.34,Thursday,14:48,20200924,1446
New Millennium Iron Corp,NML,2.36,Thursday,14:48,20200924,1446
Horizons Active Ai Global Equity ETF,MIND,2.11,Thursday,14:48,20200924,1446
Neptune Wellness Solutions Inc,NEPT,2.17,Thursday,14:48,20200924,1446
Neovasc Inc,NVCN,2.0779,Thursday,14:48,20200924,1446
Nexj Systems Inc,NXJ,13.49,Thursday,14:48,20200924,1446
Nextsource Materials Inc,NEXT,2.81,Thursday,14:48,20200924,1446
Nexa Resources S.A.,NEXA,5.98,Thursday,14:48,20200924,1446
New Gold Inc,NGD,1.67,Thursday,14:48,20200924,1446
Nexgen Energy Ltd,NXE,1.65,Thursday,14:48,20200924,1446
Canopy Rivers Inc,RIV,14.37,Thursday,14:48,20200924,1446
RBC US Banks Yield Index ETF CAD,RUBY,4.71,Thursday,14:48,20200924,1446
RBC Target 2021 Corp Bond Index ETF,RQI,10.85,Thursday,14:48,20200924,1446
Sprott Physical Gold Trust CAD,PHYS,14.94,Thursday,14:48,20200924,1446
Purpose Intl Dividend Fund ETF,PID,12.6,Thursday,14:48,20200924,1446
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.51,Thursday,14:48,20200924,1446
Resolute Forest Products Inc,RFP,4.35,Thursday,14:48,20200924,1446
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.06,Thursday,14:48,20200924,1446
RBC Quant Global Infras Leaders ETF,RIG,0.9161,Thursday,14:48,20200924,1446
CPI Card Group Inc,PMTS,2.01,Thursday,14:48,20200924,1446
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.71,Thursday,14:48,20200924,1446
Platinum Group Metals Ltd,PTM,10.47,Thursday,14:48,20200924,1446
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,14:48,20200924,1446
Prairie Provident Resources Inc,PPR,4.44,Thursday,14:48,20200924,1446
Pretium Resources Inc,PVG,12.5,Thursday,14:48,20200924,1446
Sentry Select Primary Metals Corp,PME,1.42,Thursday,14:48,20200924,1446
Purpose Best Ideas Fund ETF,PBI,5.07,Thursday,14:48,20200924,1446
Primo Water Corporation,PRMW,13.85,Thursday,14:48,20200924,1446
Peyto Exploration and Dvlpmnt Corp,PEY,14.05,Thursday,14:48,20200924,1446
Phx Energy Services Corp,PHX,1.65,Thursday,14:48,20200924,1446
Trisura Group Ltd,TSU,12.28,Thursday,14:48,20200924,1446
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.003,Thursday,14:48,20200924,1446
Transatlantic Petroleum Ltd,TNP,7.3,Thursday,14:48,20200924,1446
Purpose Diversified Real Asset Fund ETF,PRA,14.51,Thursday,14:48,20200924,1446
Tecsys Inc J,TCS,6.39,Thursday,14:48,20200924,1446
Americas Silver Corp,USA,5.82,Thursday,14:48,20200924,1446
TD S&P TSX Capped Comp Index ETF,TTP,12.08,Thursday,14:48,20200924,1446
Trillium Therapeutics Inc,TRIL,13.66,Thursday,14:48,20200924,1446
Vermilion Energy Inc,VET,2.6,Thursday,14:48,20200924,1446
Village Farms International Inc,VFF,4.83,Thursday,14:48,20200924,1446
Trevali Mining Corp,TV,6.29,Thursday,14:48,20200924,1446
Turquoise Hill Resources Ltd,TRQ,0.8376,Thursday,14:48,20200924,1446
The Second Cup Ltd,SCU,10.96,Thursday,14:48,20200924,1446
Vista Gold Corp,VGZ,1.1,Thursday,14:48,20200924,1446
Westport Fuel Systems Inc,WPRT,1.6183,Thursday,14:48,20200924,1446
CI First Asset US Trendleaders ETF,SID,2.9,Thursday,14:48,20200924,1446
Sandstorm Gold Ltd,SSL,7.69,Thursday,14:48,20200924,1446
Silvercorp Metals Inc,SVM,7.14,Thursday,14:48,20200924,1446
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.8209,Thursday,14:48,20200924,1446
Tmx Group Limited,X,7.14,Thursday,14:48,20200924,1446
Stella Jones Inc,SJ,6.05,Thursday,14:48,20200924,1446
Suncor Energy Inc,SU,12.78,Thursday,14:48,20200924,1446
Ishares MSCI EAFE Index ETF,XIN,1.68,Thursday,14:48,20200924,1446
Geodrill Limited,GEO,10.73,Thursday,14:51,20200924,1449
Galiano Gold Inc,GAU,1.35,Thursday,14:51,20200924,1449
General Moly Inc,GMO,0.117,Thursday,14:51,20200924,1449
Goodfellow Inc,GDL,8.36,Thursday,14:51,20200924,1449
Gran Tierra Energy Inc,GTE,0.2502,Thursday,14:51,20200924,1449
Global Atomic Corp,GLO,9.04,Thursday,14:51,20200924,1449
Hudbay Minerals Inc,HBM,3.94,Thursday,14:51,20200924,1449
Horizons Active CDN Dividend ETF,HAL,12.46,Thursday,14:51,20200924,1449
Gold Standard Ventures Corp,GSV,0.743,Thursday,14:51,20200924,1449
Glg Life Tech Corp,GLG,2.46,Thursday,14:51,20200924,1449
Horizons Enhanced Income Gold Prod ETF,HEP,12.45,Thursday,14:51,20200924,1449
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.47,Thursday,14:51,20200924,1449
Hexo Corp,HEXO,0.6475,Thursday,14:51,20200924,1449
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.57,Thursday,14:51,20200924,1449
Horizons Active High Yield Bond ETF,HYI,14.0,Thursday,14:51,20200924,1449
Dbox Technologies Inc,DBO,7.22,Thursday,14:51,20200924,1449
Horizons Active Pref Share ETF,HPR,0.2471,Thursday,14:51,20200924,1449
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,14:51,20200924,1449
Helix Biopharm,HBP,2.1206,Thursday,14:51,20200924,1449
Desjardins CDN Pref Share ETF,DCP,10.23,Thursday,14:51,20200924,1449
Diversified Royalty Corp,DIV,14.71,Thursday,14:51,20200924,1449
Blackberry Limited,BB,4.825,Thursday,14:51,20200924,1449
Dividend Select 15 Corp,DS,1.195,Thursday,14:51,20200924,1449
Boralex Inc,BLX,12.11,Thursday,14:51,20200924,1449
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.67,Thursday,14:51,20200924,1449
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,14:51,20200924,1449
Baytex Energy Corp,BTE,0.3577,Thursday,14:51,20200924,1449
Bri Chem Corp,BRY,3.17,Thursday,14:51,20200924,1449
Brompton Na Financials Dividend ETF,BFIN,7.26,Thursday,14:51,20200924,1449
Bellus Health Inc,BLU,2.165,Thursday,14:51,20200924,1449
Enerplus Corp,ERF,1.825,Thursday,14:51,20200924,1449
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,14:51,20200924,1449
Electrovaya Inc,EFL,8.83,Thursday,14:51,20200924,1449
Ensign Energy Services Inc,ESI,10.59,Thursday,14:51,20200924,1449
Entree Resources Ltd,ETG,14.57,Thursday,14:51,20200924,1449
Energy Fuels Inc,EFR,11.69,Thursday,14:51,20200924,1449
Euromax Resources Ltd,EOX,1.37,Thursday,14:51,20200924,1449
Evolve Active Global Fixed Income ETF,EARN,11.07,Thursday,14:51,20200924,1449
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,14:51,20200924,1449
Equinox Gold Corp,EQX,11.49,Thursday,14:51,20200924,1449
Alamos Gold Inc Cls A,AGI,8.75,Thursday,14:51,20200924,1449
Aeterna Zentaris Inc,AEZS,0.345,Thursday,14:51,20200924,1449
Aimia Inc,AIM,2.0289,Thursday,14:51,20200924,1449
Argonaut Gold Inc,AR,3.145,Thursday,14:51,20200924,1449
Atrium Mortgage Investment Corp,AI,2.63,Thursday,14:51,20200924,1449
Andlauer Healthcare Group Inc,AND,9.7,Thursday,14:51,20200924,1449
Acuityads Holdings Inc,AT,2.0,Thursday,14:51,20200924,1449
Avino Silver and Gold Mines Ltd,ASM,1.017,Thursday,14:51,20200924,1449
Aurora Cannabis Inc,ACB,5.16,Thursday,14:51,20200924,1449
Apollo Healthcare Corp.,AHC,1.375,Thursday,14:51,20200924,1449
Agjunction Inc,AJX,9.23,Thursday,14:51,20200924,1449
Aphria Inc,APHA,4.2679,Thursday,14:51,20200924,1449
Anglo Pacific Group Plc,APY,10.34,Thursday,14:51,20200924,1449
Imperial Metals Corp,III,2.045,Thursday,14:51,20200924,1449
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,14:51,20200924,1449
Industrial Alliance Ins & Fin Srv Inc,IAG,3.775,Thursday,14:51,20200924,1449
Imperial Oil,IMO,12.64,Thursday,14:51,20200924,1449
Intertape Polymer,ITP,0.4729,Thursday,14:51,20200924,1449
Auryn Resources Inc,AUG,1.93,Thursday,14:51,20200924,1449
Imv Inc.,IMV,4.448,Thursday,14:51,20200924,1449
Alexco Resource Corp,AXU,2.695,Thursday,14:51,20200924,1449
CI First Asset Shrt Term Govt Bond Indx,FGB,2.28,Thursday,14:51,20200924,1449
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.2,Thursday,14:51,20200924,1449
First Mining Gold Corp,FF,11.32,Thursday,14:51,20200924,1449
Fortune Mnrl J,FT,6.83,Thursday,14:51,20200924,1449
Cameco Corp,CCO,0.9291,Thursday,14:51,20200924,1449
CIBC Global Growth ETF,CGLO,4.96,Thursday,14:51,20200924,1449
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.8,Thursday,14:51,20200924,1449
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.93,Thursday,14:51,20200924,1449
CI First Asset European Bank ETF,FHB,14.64,Thursday,14:51,20200924,1449
Chesswood Group Limited,CHW,7.9,Thursday,14:51,20200924,1449
Clearwater Seafoods Incorporated,CLR,12.77,Thursday,14:51,20200924,1449
CI Financial Corp,CIX,13.84,Thursday,14:51,20200924,1449
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,14:51,20200924,1449
Canarc Res J,CCM,2.0,Thursday,14:51,20200924,1449
BMO Global Communications Index ETF,COMM,8.47,Thursday,14:51,20200924,1449
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,14:51,20200924,1449
Capstone Mining Corp,CS,9.61,Thursday,14:51,20200924,1449
Champion Iron Limited,CIA,5.32,Thursday,14:51,20200924,1449
Cae Inc,CAE,14.14,Thursday,14:51,20200924,1449
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.78,Thursday,14:51,20200924,1449
Celestica Inc Sv,CLS,7.07,Thursday,14:51,20200924,1449
Cronos Group Inc,CRON,5.14,Thursday,14:51,20200924,1449
Crescent Point Energy Corp,CPG,1.3,Thursday,14:51,20200924,1449
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.85,Thursday,14:51,20200924,1449
Lithium Americas Corp,LAC,7.26,Thursday,14:51,20200924,1449
Obsidian Energy Ltd,OBE,0.163,Thursday,14:51,20200924,1449
Cenovus Energy Inc,CVE,4.005,Thursday,14:51,20200924,1449
Ishares Global Monthly Dividend ETF,CYH,3.77,Thursday,14:51,20200924,1449
Just Energy Group Inc,JE,0.5277,Thursday,14:51,20200924,1449
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,14:51,20200924,1449
Keyera Corp,KEY,11.6,Thursday,14:51,20200924,1449
Organigram Holdings Inc,OGI,1.08,Thursday,14:51,20200924,1449
Excelsior Mining Corp,MIN,3.81,Thursday,14:51,20200924,1449
Ovintiv Inc,OVV,8.84,Thursday,14:51,20200924,1449
Osisko Gold Royalties Ltd,OR,11.65,Thursday,14:51,20200924,1449
Mullen Group Ltd,MTL,1.5,Thursday,14:51,20200924,1449
Quarterhill Inc,QTRH,1.2,Thursday,14:51,20200924,1449
Magna International Inc,MG,3.85,Thursday,14:51,20200924,1449
Manulife Fin,MFC,13.76,Thursday,14:51,20200924,1449
Mackenzie Max Dvrs US Index ETF,MUS,12.53,Thursday,14:51,20200924,1449
Mcewen Mining Inc,MUX,1.005,Thursday,14:51,20200924,1449
Mav Beauty Brands Inc,MAV,10.73,Thursday,14:51,20200924,1449
Methanex Corp,MX,13.15,Thursday,14:51,20200924,1449
Medicenna Therapeutics Corp,MDNA,3.82,Thursday,14:51,20200924,1449
Nexa Resources S.A.,NEXA,5.98,Thursday,14:51,20200924,1449
Horizons Active Ai Global Equity ETF,MIND,2.11,Thursday,14:51,20200924,1449
Mogo Inc,MOGO,1.48,Thursday,14:51,20200924,1449
New Millennium Iron Corp,NML,2.36,Thursday,14:51,20200924,1449
Mackenzie Floating Rate Income ETF,MFT,13.34,Thursday,14:51,20200924,1449
Nexj Systems Inc,NXJ,13.49,Thursday,14:51,20200924,1449
Nextsource Materials Inc,NEXT,2.8,Thursday,14:51,20200924,1449
Nexgen Energy Ltd,NXE,1.65,Thursday,14:51,20200924,1449
Resolute Forest Products Inc,RFP,4.33,Thursday,14:51,20200924,1449
Neptune Wellness Solutions Inc,NEPT,2.165,Thursday,14:51,20200924,1449
RBC US Banks Yield Index ETF CAD,RUBY,4.67,Thursday,14:51,20200924,1449
Neovasc Inc,NVCN,2.0779,Thursday,14:51,20200924,1449
New Gold Inc,NGD,1.66,Thursday,14:51,20200924,1449
RBC Target 2021 Corp Bond Index ETF,RQI,10.83,Thursday,14:51,20200924,1449
Canopy Rivers Inc,RIV,14.37,Thursday,14:51,20200924,1449
RBC Quant Emrg Mkts Div Leaders ETF,RXD,12.57,Thursday,14:51,20200924,1449
RBC Quant Global Infras Leaders ETF,RIG,0.91,Thursday,14:51,20200924,1449
Sprott Physical Gold Trust CAD,PHYS,14.92,Thursday,14:51,20200924,1449
Powershares 1 To 3 Yr Lad Float Rate ETF,PFL,10.06,Thursday,14:51,20200924,1449
Purpose Intl Dividend Fund ETF,PID,12.57,Thursday,14:51,20200924,1449
Platinum Group Metals Ltd,PTM,10.47,Thursday,14:51,20200924,1449
Purpose Multi Strategy Mkt Neutral Fund,PMM,7.71,Thursday,14:51,20200924,1449
Prairie Provident Resources Inc,PPR,4.44,Thursday,14:51,20200924,1449
Pretium Resources Inc,PVG,12.52,Thursday,14:51,20200924,1449
Peyto Exploration and Dvlpmnt Corp,PEY,14.01,Thursday,14:51,20200924,1449
Purpose Enhanced Dividend Fund ETF,PDIV,0.06,Thursday,14:51,20200924,1449
CPI Card Group Inc,PMTS,2.01,Thursday,14:51,20200924,1449
Picton Mahoney Multi Strat Alt Fund ETF,PFMS,0.003,Thursday,14:51,20200924,1449
Primo Water Corporation,PRMW,13.82,Thursday,14:51,20200924,1449
Purpose Best Ideas Fund ETF,PBI,5.05,Thursday,14:51,20200924,1449
Sentry Select Primary Metals Corp,PME,1.4,Thursday,14:51,20200924,1449
Phx Energy Services Corp,PHX,1.645,Thursday,14:51,20200924,1449
Americas Silver Corp,USA,5.82,Thursday,14:51,20200924,1449
Tecsys Inc J,TCS,6.39,Thursday,14:51,20200924,1449
Trisura Group Ltd,TSU,12.27,Thursday,14:51,20200924,1449
Purpose Diversified Real Asset Fund ETF,PRA,14.5,Thursday,14:51,20200924,1449
Transatlantic Petroleum Ltd,TNP,7.3,Thursday,14:51,20200924,1449
Trillium Therapeutics Inc,TRIL,13.58,Thursday,14:51,20200924,1449
Trevali Mining Corp,TV,6.28,Thursday,14:51,20200924,1449
Vermilion Energy Inc,VET,2.585,Thursday,14:51,20200924,1449
TD S&P TSX Capped Comp Index ETF,TTP,12.08,Thursday,14:51,20200924,1449
Village Farms International Inc,VFF,4.795,Thursday,14:51,20200924,1449
Turquoise Hill Resources Ltd,TRQ,0.8375,Thursday,14:51,20200924,1449
Westport Fuel Systems Inc,WPRT,1.615,Thursday,14:51,20200924,1449
Vista Gold Corp,VGZ,1.1001,Thursday,14:51,20200924,1449
Silvercorp Metals Inc,SVM,7.11,Thursday,14:51,20200924,1449
CI First Asset US Trendleaders ETF,SID,2.885,Thursday,14:51,20200924,1449
The Second Cup Ltd,SCU,10.95,Thursday,14:51,20200924,1449
Stella Jones Inc,SJ,6.05,Thursday,14:51,20200924,1449
Scotia Strategic Intl Eqty ETF Portfolio,SINT,1.81,Thursday,14:51,20200924,1449
Sandstorm Gold Ltd,SSL,7.65,Thursday,14:51,20200924,1449
Suncor Energy Inc,SU,12.73,Thursday,14:51,20200924,1449
Tmx Group Limited,X,7.12,Thursday,14:51,20200924,1449
Ishares MSCI EAFE Index ETF,XIN,1.68,Thursday,14:51,20200924,1449
Geodrill Limited,GEO,10.72,Thursday,14:54,20200924,1452
Gold Standard Ventures Corp,GSV,0.743,Thursday,14:54,20200924,1452
Glg Life Tech Corp,GLG,2.46,Thursday,14:54,20200924,1452
General Moly Inc,GMO,0.11699999999999999,Thursday,14:54,20200924,1452
Global Atomic Corp,GLO,9.03,Thursday,14:54,20200924,1452
Galiano Gold Inc,GAU,1.35,Thursday,14:54,20200924,1452
Goodfellow Inc,GDL,8.36,Thursday,14:54,20200924,1452
Gran Tierra Energy Inc,GTE,0.2501,Thursday,14:54,20200924,1452
Accelerate Absolute Return Hdg Fund ETF,HDGE,4.5728,Thursday,14:54,20200924,1452
Hudbay Minerals Inc,HBM,3.93,Thursday,14:54,20200924,1452
Horizons Active CDN Dividend ETF,HAL,12.41,Thursday,14:54,20200924,1452
Betapro S&P TSX 60 Daily Inverse ETF,HIX,6.46,Thursday,14:54,20200924,1452
Horizons Enhanced Income Gold Prod ETF,HEP,12.43,Thursday,14:54,20200924,1452
Helix Biopharm,HBP,2.1206,Thursday,14:54,20200924,1452
Horizons Resolve Adptv Asset Alloc ETF,HRAA,0.0061,Thursday,14:54,20200924,1452
Horizons Active High Yield Bond ETF,HYI,14.0,Thursday,14:54,20200924,1452
Horizons Active Pref Share ETF,HPR,0.2471,Thursday,14:54,20200924,1452
Hexo Corp,HEXO,0.6469,Thursday,14:54,20200924,1452
Dbox Technologies Inc,DBO,7.22,Thursday,14:54,20200924,1452
Diversified Royalty Corp,DIV,14.65,Thursday,14:54,20200924,1452
Dynamic Ishares Act Global Fin Ser ETF,DXF,0.67,Thursday,14:54,20200924,1452
Desjardins CDN Pref Share ETF,DCP,10.16,Thursday,14:54,20200924,1452
Brompton Na Financials Dividend ETF,BFIN,7.26,Thursday,14:54,20200924,1452
Dividend Select 15 Corp,DS,1.18,Thursday,14:54,20200924,1452
Blackberry Limited,BB,4.815,Thursday,14:54,20200924,1452
First Trust Indxx Innov Trans Proc ETF,BLCK,1.1,Thursday,14:54,20200924,1452
Bellus Health Inc,BLU,2.165,Thursday,14:54,20200924,1452
Boralex Inc,BLX,12.11,Thursday,14:54,20200924,1452
Enerplus Corp,ERF,1.7936,Thursday,14:54,20200924,1452
Entree Resources Ltd,ETG,14.56,Thursday,14:54,20200924,1452
Bri Chem Corp,BRY,3.15,Thursday,14:54,20200924,1452
Ensign Energy Services Inc,ESI,10.55,Thursday,14:54,20200924,1452
Electrovaya Inc,EFL,8.83,Thursday,14:54,20200924,1452
Baytex Energy Corp,BTE,0.3569,Thursday,14:54,20200924,1452
Evolve Innovation Index ETF,EDGE,0.5036,Thursday,14:54,20200924,1452
Energy Fuels Inc,EFR,11.69,Thursday,14:54,20200924,1452
Evolve Active Global Fixed Income ETF,EARN,11.1,Thursday,14:54,20200924,1452
Euromax Resources Ltd,EOX,1.37,Thursday,14:54,20200924,1452
Alamos Gold Inc Cls A,AGI,8.75,Thursday,14:54,20200924,1452
Exemplar Growth and Income Fund ETF,EGIF,12.55,Thursday,14:54,20200924,1452
Equinox Gold Corp,EQX,11.45,Thursday,14:54,20200924,1452
Aimia Inc,AIM,2.0211,Thursday,14:54,20200924,1452
Andlauer Healthcare Group Inc,AND,9.7,Thursday,14:54,20200924,1452
Acuityads Holdings Inc,AT,1.995,Thursday,14:54,20200924,1452
Aeterna Zentaris Inc,AEZS,0.345,Thursday,14:54,20200924,1452
Aurora Cannabis Inc,ACB,5.12,Thursday,14:54,20200924,1452
Atrium Mortgage Investment Corp,AI,2.63,Thursday,14:54,20200924,1452
Apollo Healthcare Corp.,AHC,1.375,Thursday,14:54,20200924,1452
Avino Silver and Gold Mines Ltd,ASM,1.015,Thursday,14:54,20200924,1452
Argonaut Gold Inc,AR,3.14,Thursday,14:54,20200924,1452
Agjunction Inc,AJX,9.23,Thursday,14:54,20200924,1452
Aphria Inc,APHA,4.26,Thursday,14:54,20200924,1452
Alexco Resource Corp,AXU,2.685,Thursday,14:54,20200924,1452
Anglo Pacific Group Plc,APY,10.34,Thursday,14:54,20200924,1452
Auryn Resources Inc,AUG,1.935,Thursday,14:54,20200924,1452
Imperial Metals Corp,III,2.05,Thursday,14:54,20200924,1452
Intellipharmaceutics International Inc,IPCI,0.2106,Thursday,14:54,20200924,1452
Industrial Alliance Ins & Fin Srv Inc,IAG,3.77,Thursday,14:54,20200924,1452
Imperial Oil,IMO,12.62,Thursday,14:54,20200924,1452
First Mining Gold Corp,FF,12.02,Thursday,14:54,20200924,1452
Imv Inc.,IMV,4.41,Thursday,14:54,20200924,1452
Franklin Libertyqt Intl Eqt Index ETF,FLDM,7.18,Thursday,14:54,20200924,1452
Intertape Polymer,ITP,0.4729,Thursday,14:54,20200924,1452
Fortune Mnrl J,FT,6.81,Thursday,14:54,20200924,1452
Ishares 1-10 Yr Laddered Corp Bond ETF,CBH,8.93,Thursday,14:54,20200924,1452
CI First Asset European Bank ETF,FHB,14.62,Thursday,14:54,20200924,1452
Evolve Automobile Innovation Idx Hgd ETF,CARS,7.79,Thursday,14:54,20200924,1452
CI First Asset Shrt Term Govt Bond Indx,FGB,2.28,Thursday,14:54,20200924,1452
CIBC Global Growth ETF,CGLO,4.96,Thursday,14:54,20200924,1452
Cameco Corp,CCO,0.9303,Thursday,14:54,20200924,1452
Clearwater Seafoods Incorporated,CLR,12.72,Thursday,14:54,20200924,1452
Chesswood Group Limited,CHW,7.91,Thursday,14:54,20200924,1452
CI Financial Corp,CIX,13.84,Thursday,14:54,20200924,1452
BMO Global Communications Index ETF,COMM,8.45,Thursday,14:54,20200924,1452
CI Marret Alternative Enhanced Yield ETF,CMEY,0.0001,Thursday,14:54,20200924,1452
Cae Inc,CAE,14.12,Thursday,14:54,20200924,1452
Capstone Mining Corp,CS,9.61,Thursday,14:54,20200924,1452
Ishares 1-5Yr Laddered Corp Bond ETF,CBO,13.3,Thursday,14:54,20200924,1452
Crescent Point Energy Corp,CPG,1.28,Thursday,14:54,20200924,1452
Champion Iron Limited,CIA,5.28,Thursday,14:54,20200924,1452
Canarc Res J,CCM,2.0,Thursday,14:54,20200924,1452
Ishares 1-5 Yr Ladder Govt Bond ETF,CLF,5.76,Thursday,14:54,20200924,1452
Celestica Inc Sv,CLS,7.05,Thursday,14:54,20200924,1452
Cronos Group Inc,CRON,5.12,Thursday,14:54,20200924,1452
CI Global Real Asset Private Pool ETF,CGRA,0.0036,Thursday,14:54,20200924,1452
Ishares Global Monthly Dividend ETF,CYH,3.7575,Thursday,14:54,20200924,1452
Keyera Corp,KEY,11.59,Thursday,14:54,20200924,1452
Cenovus Energy Inc,CVE,3.9942,Thursday,14:54,20200924,1452
Lithium Americas Corp,LAC,7.23,Thursday,14:54,20200924,1452
Obsidian Energy Ltd,OBE,0.163,Thursday,14:54,20200924,1452
Just Energy Group Inc,JE,0.5264,Thursday,14:54,20200924,1452
Organigram Holdings Inc,OGI,1.08,Thursday,14:54,20200924,1452
Ovintiv Inc,OVV,8.8,Thursday,14:54,20200924,1452
Evolve Global Healthcare Enhance Yld ETF,LIFE,3.85,Thursday,14:54,20200924,1452
Magna International Inc,MG,3.83,Thursday,14:54,20200924,1452
Mullen Group Ltd,MTL,1.5,Thursday,14:54,20200924,1452
Osisko Gold Royalties Ltd,OR,11.64,Thursday,14:54,20200924,1452
Methanex Corp,MX,13.15,Thursday,14:54,20200924,1452
Quarterhill Inc,QTRH,1.2,Thursday,14:54,20200924,1452
Mcewen Mining Inc,MUX,1.0,Thursday,14:54,20200924,1452
Manulife Fin,MFC,13.74,Thursday,14:54,20200924,1452
Mackenzie Max Dvrs US Index ETF,MUS,12.53,Thursday,14:54,20200924,1452
Mav Beauty Brands Inc,MAV,10.73,Thursday,14:54,20200924,1452
Excelsior Mining Corp,MIN,3.81,Thursday,14:54,20200924,1452
Mogo Inc,MOGO,1.48,Thursday,14:54,20200924,1452
Mackenzie Floating Rate Income ETF,MFT,13.3,Thursday,14:54,20200924,1452
Medicenna Therapeutics Corp,MDNA,3.82,Thursday,14:54,20200924,1452
Horizons Active Ai Global Equity ETF,MIND,2.12,Thursday,14:54,20200924,1452
Nexa Resources S.A.,NEXA,5.95,Thursday,14:54,20200924,1452
New Millennium Iron Corp,NML,2.36,Thursday,14:54,20200924,1452
Nexj Systems Inc,NXJ,13.5,Thursday,14:54,20200924,1452
Nextsource Materials Inc,NEXT,2.81,Thursday,14:54,20200924,1452
Neptune Wellness Solutions Inc,NEPT,2.17,Thursday,14:54,20200924,1452
New Gold Inc,NGD,1.655,Thursday,14:54,20200924,1452
Canopy Rivers Inc,RIV,14.37,Thursday,14:54,20200924,1452
